PLAYER_ID,SEASON_ID
202399,22014
202399,12015
201167,12007
201167,22007
201167,42007
201167,12008
201167,22008
201167,42008
201167,12009
201167,22009
201167,42009
201167,12010
201167,22010
201167,42010
201167,12011
201167,22011
201167,42011
201167,12012
201167,22012
201167,12013
201167,22013
201167,12014
201167,22014
201167,42014
201167,12015
201167,22015
201167,12016
201167,22016
201167,12017
201167,22017
200772,12006
200772,22006
200772,42006
200772,12007
200772,22007
200772,12008
200772,22008
200772,12010
200772,22010
76016,21981
76016,21982
76016,21983
76016,31983
76016,41983
76016,21984
76016,41984
76016,21985
76016,41985
76016,21986
76016,31986
76016,41986
76016,21987
76016,31987
76016,41987
76016,21988
76016,41988
76016,21989
76016,41989
76016,21990
76016,41990
76016,21991
76016,41991
76016,21992
76016,21993
201336,22007
201336,12008
201336,22008
201336,22011
201336,42011
201336,12012
76017,21981
76017,41981
76017,21982
76017,41982
76017,21983
76017,41983
76017,21984
76017,41984
76017,21985
76017,41985
76017,21986
76017,41986
76017,21987
76017,31987
76017,41987
76017,21988
76017,21989
76017,21990
76017,41990
76017,21991
76017,41991
76017,21992
76017,41992
76017,21993
76017,41993
76017,21994
76017,41994
201582,12008
201582,22008
201582,12009
201582,22009
201582,12010
201582,22010
201582,22013
201582,12014
201582,22014
201582,42014
201582,12015
201582,22015
201582,12016
201582,22016
201582,12017
76018,21966
76018,41966
76018,21967
203006,22012
1629152,12018
1629152,22018
202374,12010
202374,22010
202374,12011
202374,22011
202374,12012
76019,21986
76019,41986
76019,21987
76019,41987
76019,21988
76019,21989
76019,21990
76020,21959
76020,21960
203128,22014
203128,12015
202332,12010
202332,22010
202332,12011
202332,22011
202332,42011
202332,12012
202332,22012
202332,12013
202332,22013
202332,12014
202332,22014
202332,12015
202332,22015
202332,42015
202332,12016
202332,22016
202332,12017
202332,22017
200746,22006
200746,12007
200746,22007
200746,12008
200746,22008
200746,42008
200746,12009
200746,22009
200746,42009
200746,12010
200746,22010
200746,42010
200746,12011
200746,22011
200746,32011
200746,12012
200746,22012
200746,32012
200746,12013
200746,22013
200746,32013
200746,42013
200746,12014
200746,22014
200746,32014
200746,42014
200746,12015
200746,22015
200746,32015
200746,42015
200746,12016
200746,22016
200746,42016
200746,12017
200746,22017
200746,32017
200746,42017
200746,12018
200746,22018
200746,32018
200746,42018
76021,21984
1626146,22015
1626146,12016
1626146,12017
724,21995
724,41995
724,21996
724,11997
724,21997
724,11998
724,21998
724,11999
724,21999
724,22000
724,22004
2042,12000
2042,22000
2042,12001
2042,22001
2042,12002
2042,22002
2042,42002
2042,12003
2042,12004
76022,21993
201570,12008
201570,22008
201570,22009
201570,12010
2349,21991
2349,41991
2349,21992
2349,21993
2349,21994
2349,12001
2349,22001
2349,42001
76024,21987
76024,41987
76024,21988
76024,41988
76024,21989
76024,41989
76024,21990
1628959,12018
1628959,22018
76028,21968
76028,41968
1628960,12018
1628960,22018
1628960,42018
1628386,12017
1628386,22017
1628386,12018
1628386,22018
1628386,42018
706,21995
706,21996
1628443,12017
1628443,22017
1628443,12018
1628443,22018
202730,12011
202730,22011
202730,42011
202730,12012
202730,22012
202730,12013
202730,22013
202730,42013
202730,12014
202730,22014
202730,12015
202730,22015
202730,42015
202730,12016
202730,22016
202730,42016
202730,12018
76027,21969
76027,21970
76027,41970
76027,21971
76027,41971
76027,21972
76027,41972
76027,21973
76027,21974
76027,21975
76027,21976
76027,41976
76027,21977
76027,21978
76027,41978
2124,12001
2124,22001
2124,12002
2124,22002
2124,12003
2124,22003
2124,42003
2124,12004
2124,22004
2124,12005
2124,22005
2124,42005
2124,12006
2124,22006
2124,42006
2124,12007
2124,22007
2124,42007
2124,12008
2124,22008
2124,12009
2124,22009
2124,42009
2124,12010
2124,22010
2124,42010
76025,21988
76025,21989
951,21996
951,11997
951,21997
951,11998
951,21998
951,41998
951,11999
951,21999
951,31999
951,41999
951,12000
951,22000
951,32000
951,42000
951,12001
951,22001
951,32001
951,12002
951,22002
951,12003
951,22003
951,32003
951,12004
951,22004
951,32004
951,42004
951,12005
951,22005
951,32005
951,12006
951,22006
951,32006
951,12007
951,22007
951,32007
951,42007
951,12008
951,22008
951,32008
951,42008
951,12009
951,22009
951,42009
951,12010
951,22010
951,32010
951,42010
951,12011
951,22011
951,42011
951,12012
951,22012
951,42012
951,12013
951,22013
951,42013
2754,12004
2754,22004
2754,42004
2754,22005
2754,12006
2754,22006
2754,12007
2754,22007
2754,42007
2754,12008
2754,22008
2754,42008
2754,12009
2754,22009
2754,42009
2754,12010
2754,22010
2754,42010
2754,12011
2754,22011
2754,42011
2754,12012
2754,22012
2754,42012
2754,12013
2754,22013
2754,42013
2754,12014
2754,22014
2754,42014
2754,12015
2754,22015
2754,42015
2754,22016
2754,12017
2754,22017
76029,21971
200984,22007
200984,12008
200984,12010
76030,21980
201165,12007
201165,22007
201165,12008
201165,22008
201165,12009
201165,22011
308,21994
308,21995
308,21996
1747,11999
1747,21999
1747,41999
1747,12000
1747,22000
1747,42000
1747,12001
1747,22001
1747,12002
1747,22002
1747,12003
1747,22003
1747,42003
1747,12004
1747,22004
1747,12005
1747,22005
1747,12006
1747,22006
1747,42006
1747,12007
1747,22007
1747,42007
1747,12008
1747,22008
1747,42008
1747,12009
1747,22009
1824,21998
680,21995
680,41995
680,11999
680,21999
680,12000
680,22000
680,42000
680,12001
680,22001
680,12002
680,22002
680,42002
680,12003
732,21995
732,21996
202329,12010
202329,22010
202329,12011
202329,22011
202329,12012
202329,22012
202329,12013
202329,22013
202329,12014
202329,22014
202329,42014
202329,12015
202329,22015
202329,42015
202329,12016
202329,22016
202329,42016
202329,12017
202329,22017
202329,42017
202329,12018
202329,22018
202329,42018
200811,12006
200811,22006
200811,12007
200811,22007
200811,42007
200811,12008
200811,22008
200811,12009
200811,22009
200811,42009
200811,12010
200811,22010
200811,22011
200811,42011
200811,12012
200811,22012
200811,12013
200811,22013
200811,12014
200811,22014
200811,12015
200811,22015
200811,12016
76034,21959
2365,22001
2365,12002
2365,22002
2365,12003
2365,22003
2365,42003
2365,12004
2365,22004
2365,12005
2365,22005
2365,22007
2365,12008
2365,22008
2365,42008
2365,12009
2365,22009
2365,42009
2365,22010
2365,42010
2365,12011
2365,22011
2365,22012
2365,42012
2365,12013
2365,22013
2365,42013
2365,12014
2365,22014
2365,12015
2365,22015
2365,42015
2365,12016
2365,22016
2431,12009
2431,22009
2431,12010
2431,22010
2431,12011
101187,22005
101187,12006
101187,22006
101187,22011
101187,12012
101187,22012
101187,12013
101187,22013
101187,42013
101187,12014
101187,22014
101187,42014
101187,22015
101187,12016
101187,22016
202079,12009
202079,22009
202079,12010
76035,21967
76035,21968
76035,41968
76035,21970
76036,21974
76036,21975
1507,11997
1507,21997
1507,41997
1507,11998
1507,21998
1507,11999
1507,21999
1507,12000
1507,22000
1507,42000
1507,12001
1507,22001
1507,42001
1507,12002
1507,22002
1507,42002
1507,12003
1507,22003
1507,12004
1507,22004
1507,12005
1507,22005
1507,42005
1507,22006
1507,12007
1507,22007
76037,21982
944,21992
944,41992
944,21993
246,21987
246,41987
246,21988
246,21989
246,41989
246,21990
246,21991
246,21993
246,21994
246,41994
246,21995
246,41995
246,21996
246,11997
246,21997
246,41997
202341,12010
202341,22010
202341,12011
202341,22011
202341,42011
202341,12012
202341,22012
202341,42012
202341,12013
202341,22013
202341,12015
202341,22015
76040,21975
76040,41975
76040,21976
1626147,12015
1626147,22015
1626147,42015
1626147,12016
1626147,22016
1626147,12017
1626147,22017
1626147,42017
1626147,22018
72,21991
72,41991
72,21992
72,21993
72,31993
72,41993
72,21994
72,21995
72,21996
72,41996
72,11997
72,21997
72,11998
72,21998
72,11999
72,21999
72,12000
72,22000
72,12001
72,22001
72,42001
72,12002
72,22002
72,42002
72,12003
72,22003
72,42003
72,12004
72,22004
76041,21978
203937,12014
203937,22014
203937,12015
203937,22015
203937,42015
203937,12016
203937,22016
203937,42016
203937,12017
203937,22017
203937,42017
203937,12018
203937,22018
76042,21988
76043,21982
76043,21983
76043,41983
76043,21984
98,21989
98,21990
98,21991
98,21992
98,21993
98,41993
98,21994
98,41994
98,21995
98,41995
98,21996
98,41996
98,11997
98,21997
98,11998
98,21998
98,41998
98,11999
98,21999
98,41999
98,12000
98,22000
98,12001
98,22001
76045,21982
76045,21983
76045,41983
76045,21986
76045,41986
76045,21987
76045,41987
76045,21988
76045,41988
76045,21989
76046,21984
76046,41984
76046,21985
76046,21986
76046,41986
76046,21987
76046,21988
76046,41988
76046,21989
76046,41989
76046,21990
76046,41990
76046,21991
76046,21992
76046,21993
201583,12008
201583,22008
201583,12009
201583,22009
201583,42009
201583,12010
201583,22010
201583,42010
201583,12011
201583,22011
201583,42011
201583,12012
201583,22012
201583,12013
201583,22013
201583,12014
201583,22014
201583,42014
201583,12015
201583,22015
201583,12016
201583,22016
201583,42016
201583,12017
201583,22017
201583,42017
201583,12018
201583,22018
1000,21996
1000,41996
1000,11997
1000,21997
1000,41997
1000,11998
1000,21998
1000,41998
1000,11999
1000,21999
1000,12000
1000,22000
1000,12001
1000,22001
1000,12002
1000,22002
1000,12003
1000,22003
1000,42003
1000,12004
1000,22004
1000,42004
1000,12005
1000,22005
1000,42005
335,21988
335,21989
335,41989
335,21990
335,41990
335,21991
335,21992
335,41992
335,21993
335,41993
335,21994
335,41994
335,21995
335,41995
335,21996
335,41996
76048,21969
101149,12005
101149,22005
101149,12006
76049,21954
1628387,12017
1628387,22017
1628387,12018
1628387,22018
76050,21989
76050,21990
76050,21991
1512,21997
1512,11998
1512,21998
1512,11999
1512,21999
203507,12013
203507,22013
203507,12014
203507,22014
203507,42014
203507,12015
203507,22015
203507,12016
203507,22016
203507,32016
203507,42016
203507,12017
203507,22017
203507,32017
203507,42017
203507,12018
203507,22018
203507,32018
203507,42018
1628961,12018
1628961,22018
203648,12015
203648,22015
2546,12003
2546,22003
2546,42003
2546,12004
2546,22004
2546,42004
2546,12005
2546,22005
2546,42005
2546,12006
2546,22006
2546,32006
2546,42006
2546,12007
2546,22007
2546,32007
2546,42007
2546,12008
2546,22008
2546,42008
2546,12009
2546,22009
2546,32009
2546,42009
2546,12010
2546,22010
2546,32010
2546,42010
2546,12011
2546,22011
2546,32011
2546,42011
2546,12012
2546,22012
2546,32012
2546,42012
2546,12013
2546,22013
2546,32013
2546,12014
2546,22014
2546,32014
2546,12015
2546,22015
2546,32015
2546,12016
2546,22016
2546,32016
2546,12017
2546,22017
2546,42017
2546,12018
2546,22018
21,21991
21,41991
21,21992
21,41992
21,21993
21,41993
21,21994
21,41994
21,21995
21,21996
21,11997
21,21997
21,41997
21,11998
21,21998
21,41998
21,11999
21,21999
21,41999
21,12000
21,22000
21,42000
21,12001
21,22001
201202,12007
201202,22007
201202,12008
201202,22008
201202,42008
201202,12009
201202,22009
201202,42009
201202,12010
201202,22010
201202,42010
201202,12011
201202,22011
201202,42011
201202,12012
201202,22012
201202,42012
201202,12013
201202,22013
201202,12014
201202,22014
201202,12015
201202,22015
201202,12016
201202,22016
201202,42016
201202,12017
203544,12013
203544,22013
203544,42013
203544,12014
203544,22014
203544,42014
1628384,12017
1628384,22017
1628384,42017
1628384,12018
1628384,22018
203951,12014
203951,12015
203951,22015
2737,12004
2737,22004
2737,12005
2737,22005
2737,12006
2737,22006
2737,42006
2737,12008
76053,21961
76054,21970
76054,21971
76054,21972
76054,31972
76054,21973
76054,21974
76054,31974
76054,41974
76054,21975
76054,31975
76054,21976
76054,21978
76054,21979
76054,31979
76054,41979
76054,21980
76054,31980
76054,41980
76054,21981
76054,31981
76054,41981
76054,21982
76054,41982
76054,21983
2425,22002
2425,12003
2425,22003
1627853,12016
1627853,12017
1627853,22017
1627853,12018
1627853,22018
76055,21974
76055,41974
76055,21975
76055,41975
76055,21976
76055,21977
2240,12001
2240,22001
2240,12002
2240,22002
2240,12003
2240,22003
2240,12004
2240,22004
2240,32004
2240,42004
2240,12005
2240,22005
2240,32005
2240,42005
2240,12006
2240,22006
2240,32006
2240,12007
2240,22007
2240,42007
2240,22008
2240,12009
2240,22009
2240,12010
2240,22010
2240,42010
2240,22011
2240,42011
2772,12004
2772,22004
2772,12005
2772,22005
2772,22006
2772,42006
2772,12007
2772,22007
2772,42007
2772,12008
2772,22008
2772,42008
2772,12009
2772,22009
2772,12010
2772,22010
2772,42010
2772,12011
2772,22011
2772,12012
2772,22012
2772,12013
2772,22013
2772,42013
2772,12014
2772,22014
2772,42014
2772,12015
2772,22015
2772,42015
2772,12016
2772,22016
2772,42016
2772,12017
2772,22017
2772,42017
2772,12018
2772,22018
76056,21950
76056,31950
76056,41950
76056,21951
76056,31951
76056,41951
76056,21954
76056,31954
76056,21955
76056,31955
76056,41955
76056,21956
76056,31956
76056,41956
76056,21957
76056,31957
76056,41957
76056,21958
76056,31958
76056,21959
76056,41959
76056,21960
76056,31960
76056,41960
76056,21961
76056,31961
76056,41961
76057,21987
769,21989
769,41989
769,21990
769,41990
769,21991
769,41991
769,21992
769,41992
769,21993
769,31993
769,41993
769,21994
769,41994
769,21995
769,21996
769,11997
769,21997
769,41997
769,11998
769,21998
769,41998
769,21999
76061,21956
2220,12001
2220,22001
2220,12002
2220,22002
2220,12003
2220,22003
2220,42003
2220,12004
353,21994
353,21995
353,21996
353,41996
353,11997
353,21997
353,11998
353,21998
353,41998
353,11999
353,21999
353,12000
353,22000
353,42000
353,12001
353,22001
353,42001
353,12002
353,22002
353,42002
353,12003
353,22003
353,42003
353,12004
353,22004
353,42004
353,12005
353,22005
353,42005
353,12006
353,22006
353,12007
353,22007
200756,12006
200756,22006
200756,12007
200756,22007
200756,42007
200756,12008
200756,22008
200756,42008
200756,12009
200756,22009
200756,12010
200756,22010
200756,42010
200756,12013
200756,22013
200756,42013
76060,21948
76060,21949
76060,41949
76060,21950
76060,41950
76059,21977
76059,21978
76062,21955
76063,21963
76063,41963
76063,21964
76063,41964
76063,21965
76064,21970
2306,12001
2306,22001
2306,12002
2306,22002
2306,42002
2306,12003
2306,22003
2306,12004
2306,22004
2306,42004
2306,12005
2306,22005
2306,12006
2306,22006
2306,42006
2306,12007
2306,22007
2306,42007
2306,12009
2306,22009
2306,42009
2306,12010
2306,22010
201589,12008
201589,22008
201589,12009
201589,22009
201589,12010
201589,22010
201589,42010
201589,22012
201589,42012
201589,12013
201589,22013
201589,12014
201589,22014
201589,12015
201589,22015
201589,22016
201589,12017
201589,22017
76065,21969
1628503,12017
1628503,22017
1628503,12018
201600,12010
201600,22010
201600,42010
201600,12011
201600,22011
201600,42011
201600,12012
201600,22012
201600,42012
201600,12013
201600,22013
201600,42013
201600,12014
201600,22014
201600,42014
201600,12015
201600,22015
201600,12016
201600,22016
201600,22017
355,21987
355,21990
355,41990
355,21991
355,41991
355,21992
355,41992
355,21993
355,41993
355,21994
355,41994
355,21995
355,41995
355,21996
355,11997
355,21997
173,21990
173,21991
173,41991
173,21992
173,21993
173,41993
173,21994
173,21995
173,41995
173,21996
173,41996
173,11997
173,21997
173,41997
173,21998
173,41998
76068,21953
76069,21955
76069,21957
1088,11999
1088,21999
1088,12000
1088,22000
1088,12001
1088,22001
1088,42001
1088,12002
1088,22002
1088,42002
1088,12003
1088,22003
1088,42003
1088,12004
1088,22004
1088,12005
1088,22005
1088,42005
1088,12006
1088,22006
1088,12007
1088,22007
1088,42007
1088,22008
1088,12009
1088,22009
1088,12010
76070,21960
76070,41960
76070,21961
76070,41961
76070,21962
76070,21963
76070,41963
76070,21964
76070,21965
76070,21966
76070,41966
76070,21967
76070,41967
76070,21968
76070,41968
76070,21969
76070,21970
76070,41970
76071,21946
278,21991
278,21992
278,41992
278,21993
278,41993
278,21994
278,41994
278,21995
278,41995
278,21996
278,41996
278,11997
278,21997
278,41997
278,11998
278,21998
278,41998
278,11999
278,21999
278,41999
278,12000
278,22000
278,42000
278,12001
278,22001
278,42001
278,12002
278,22002
278,42002
278,12003
278,22003
278,42003
278,12004
278,22004
278,22005
278,12007
201571,12008
201571,22008
201571,12009
201571,22009
201571,42009
201571,12010
201571,22010
201571,12011
201571,22011
201571,12012
201571,22012
201571,42012
201571,12013
201571,22013
201571,42013
201571,12014
201571,22014
201571,12015
201571,22015
201571,12016
201571,22016
201571,12017
201571,22017
201571,12018
201571,22018
201571,42018
200788,12006
200788,22006
200788,12007
200788,22007
200788,42007
1134,21991
1134,21992
1134,21993
1134,21996
1134,41996
1134,11997
1134,21997
1134,11998
1134,21998
1134,41998
1134,11999
1134,21999
1134,12000
1134,22000
1134,12001
1134,22001
76073,21966
76074,21983
138,21992
138,21993
138,41993
138,21994
138,41994
138,21995
138,11998
138,21998
138,11999
138,21999
76076,21976
76076,21977
1895,11999
1895,21999
1895,12000
1895,22000
1895,42000
1895,12001
1895,22001
76078,21970
76078,41970
76078,21971
76078,21972
76078,41972
76078,21973
76078,41973
76078,21974
76078,21975
76078,41975
76078,21976
76078,21977
76078,41977
76078,21978
76078,41978
76078,21979
76078,21980
76078,21981
202970,22011
202970,12012
202970,22012
202970,42012
202970,12013
202970,22013
201965,22009
201965,42009
201965,12010
201965,22011
201965,42011
201965,12012
201965,22012
201965,42012
201965,12013
201965,22013
201965,42013
201965,12014
201965,22014
201965,42014
201965,22015
201965,42015
1629028,12018
1629028,22018
101235,12005
101235,12006
101235,22006
101235,42006
101235,12007
101235,22007
101235,12008
101235,22008
101235,12009
101235,22009
101235,22011
101235,42011
101235,12012
203569,12013
203569,22013
203569,12015
202337,12010
202337,22010
202337,12011
202337,22011
202337,12012
202337,22012
202337,22013
202337,12014
202337,22014
202337,12015
202337,22015
202337,12016
202337,22016
202337,12017
202337,22017
202337,42017
76079,21990
76079,21991
76080,21948
1628407,12017
1628407,22017
1628407,12018
1628407,22018
76081,21952
76081,41952
76081,21953
76081,41953
76081,21954
76081,41954
76081,21955
76081,21956
2053,22000
2053,12001
2053,22001
2053,12002
2053,22002
76082,21982
76082,21983
76082,21984
76082,41984
76082,21985
76082,21986
76082,21987
76082,21988
76082,21989
76082,41989
76082,21991
76082,41991
76082,21992
76082,21993
1628963,12018
1628963,22018
76084,21981
76083,21974
76083,41974
76083,21975
76083,21977
76083,21978
76083,21979
76085,21979
76085,41979
76085,21980
76085,21981
76085,41981
76085,21982
76085,21983
76085,21984
76085,21985
76085,21986
76085,21987
1847,21983
1847,41983
1847,21984
1847,41984
1847,21985
1847,41985
1847,21986
1847,41986
1847,21987
1847,41987
1847,21988
1847,41988
1847,21989
1847,41989
1847,21990
1847,41990
1847,21991
1847,21992
1847,21993
1847,11998
1847,21998
1847,41998
1753,11998
1753,21998
1753,11999
1753,21999
1753,41999
203946,12014
203946,22014
203946,12015
203946,22015
1858,11998
1858,21998
2486,22004
76089,21946
1627758,12016
1627758,22016
1627758,12017
1627758,22017
1627758,12018
1627758,22018
452,21993
452,21994
452,31994
452,21995
452,31995
452,21996
452,31996
452,11997
452,21997
452,31997
452,41997
452,11998
452,21998
452,11999
452,21999
452,41999
452,12000
452,22000
452,12001
452,22001
452,42001
452,12002
452,22002
452,12003
452,22003
452,42003
452,12004
452,22004
452,22005
452,12006
1627735,12016
1627735,22016
1627735,42016
1627735,12017
1627735,22017
1627735,42017
1627735,12018
1627735,22018
200764,12006
200764,22006
200764,22007
200764,12008
200764,22008
200764,42008
200764,12009
200764,22009
200764,12010
200764,22010
200764,12011
200764,22011
200764,12013
76090,21990
1628366,12017
1628366,22017
1628366,12018
1628366,22018
76091,21977
76091,41977
76091,21978
76091,41978
76091,21979
76091,41979
76091,21980
76091,21981
76091,41981
76091,21982
76091,21983
76091,41983
76091,21984
76091,41984
76091,21985
76091,21986
76091,41986
76091,21988
76092,21946
76092,41946
1628964,12018
1628964,22018
76093,21981
76093,41981
76093,21982
76093,41982
76093,21983
76093,21984
76093,41984
76093,21985
76093,41985
76093,21986
76093,41986
2556,12003
2556,22003
2556,42003
2556,12004
2556,22004
2556,42004
2556,12005
2556,22005
2556,12006
2556,22006
2556,42006
2556,12007
2556,22007
2556,12008
2556,22008
2556,12009
2556,22009
2556,12010
2556,22010
76094,21984
76094,21985
76094,21988
76094,21989
76094,21990
76095,21973
76095,21974
76095,21975
76095,41975
76095,21976
76095,21977
76095,21978
76095,21979
76095,21980
76095,41980
76095,21981
76095,41981
76096,21956
2571,12003
2571,22003
2571,12004
2571,22004
2571,42004
2571,12005
2571,22005
2571,42005
2571,12006
2571,22006
2571,42006
2571,12007
2571,22007
2571,42007
2571,12008
2571,22008
2571,12009
2571,22009
2571,42009
2571,12010
2571,22010
2571,12011
2571,22011
2571,42011
2571,22012
2571,22013
2571,12014
2571,22014
2571,42014
2571,12015
2571,22015
2571,42015
2571,12016
2571,22016
76097,21991
76097,21992
76097,21995
200826,12006
200826,22006
200826,42006
200826,12007
200826,22007
200826,42007
200826,12008
200826,22008
200826,42008
200826,12009
200826,22009
200826,42009
200826,12010
200826,22010
200826,42010
200826,12011
200826,22011
200826,12012
200826,22012
200826,12013
200826,22013
200826,12014
200826,22014
200826,42014
200826,12015
200826,22015
200826,42015
200826,12016
200826,22016
200826,12017
200826,22017
200826,12018
200826,22018
200745,12006
200745,22006
200745,42006
200745,12007
200745,22007
200745,42007
200745,12008
200745,22008
200745,12009
200745,22009
200745,12010
200745,22010
200745,12011
200745,22011
200745,12012
200745,22012
200745,12013
200745,22013
200745,12014
200745,22014
200745,22015
76098,21949
76098,41949
76098,21950
76098,41950
76098,21951
76099,21976
76099,21978
787,21984
787,41984
787,21985
787,41985
787,21986
787,31986
787,41986
787,21987
787,31987
787,21988
787,31988
787,41988
787,21989
787,31989
787,41989
787,21990
787,31990
787,41990
787,21991
787,31991
787,21992
787,31992
787,41992
787,21993
787,41993
787,21994
787,31994
787,41994
787,21995
787,31995
787,41995
787,21996
787,41996
787,11997
787,21997
787,41997
787,11998
787,21998
787,41998
787,11999
787,21999
2057,12000
2057,22000
2057,12001
2057,22001
76102,21951
76102,21952
76102,31952
76102,21953
76102,41953
76102,21954
76102,41954
203084,12012
203084,22012
203084,42012
203084,12013
203084,22013
203084,42013
203084,12014
203084,22014
203084,42014
203084,12015
203084,22015
203084,42015
203084,12016
203084,22016
203084,12017
203084,22017
203084,22018
76103,21968
76105,21964
76105,21965
76105,41965
76105,21966
76105,41966
76105,21967
76105,41967
76105,21968
76105,21969
76105,21970
76104,21976
76104,21977
76104,21978
76104,21979
2440,12003
2440,22003
2440,12004
2440,22004
2440,12005
2440,22005
2440,12006
2440,22006
2440,42006
2440,12007
2440,22007
2440,12008
2440,22008
2440,12009
2440,22009
2440,42009
2440,12010
2440,22010
2440,42010
2440,12011
2440,22011
2440,42011
2440,12012
2440,22012
2440,42012
2440,12013
2440,22013
2440,42013
2440,12014
2440,22014
2440,42014
2440,12015
2440,22015
2440,42015
2440,12016
2440,22016
2440,42016
76107,21959
76107,41959
76107,21960
76107,41960
76107,21962
76107,41962
76107,21963
76107,41963
76107,21964
76107,41964
76107,21965
76107,21966
76107,21967
76107,31967
76107,41967
76107,21968
76107,41968
76107,21969
76107,41969
76107,21970
76107,41970
76107,21971
76107,41971
76107,21972
76107,41972
76107,21973
76106,21966
76106,41966
76106,21967
76106,21968
76106,41968
76106,21969
76106,21970
76106,21971
76106,41971
76106,21972
76106,41972
76106,21973
76106,21974
76106,41974
76106,21975
76106,21976
76108,21962
76108,41962
76108,21963
76108,41963
76108,21964
76108,41964
76108,21965
76108,21966
76108,21967
76108,21968
76108,41968
76109,21976
76110,21949
76110,41949
76110,21950
76110,41950
76110,21951
76110,31951
76110,41951
76110,21952
76110,31952
76110,41952
76110,21953
76110,41953
76111,21946
76112,21976
76113,21970
2857,12004
2857,22004
2857,12005
2857,22005
2857,12006
2857,22006
2857,12007
2857,22007
2857,12009
2857,12013
76114,21953
76114,41953
76114,21955
76114,41955
76114,12008
2853,12004
2853,12005
2853,22005
2853,12006
2853,22006
2853,12007
2853,22007
2853,12009
2853,22009
2853,22010
2853,42010
2853,22011
2853,12012
2853,22012
2853,12014
2853,22014
2853,12015
344,21989
344,21990
344,41990
344,21991
344,41991
344,21992
344,41992
344,21993
344,21994
344,31994
344,21995
344,21996
344,11997
344,21997
344,11998
344,21998
344,11999
344,21999
344,22000
344,12001
344,22001
344,42001
344,22003
344,42003
699,21995
699,21996
699,41996
699,11997
699,21997
699,11998
699,21998
699,11999
699,21999
699,41999
699,12000
699,22000
699,12001
699,22001
699,42001
699,12002
699,22002
699,12003
