Player Name,Years Played,Birth City,Birth State,Birth Country,Playing City,Seasons Played,Games Played,Minutes Played,Field Goals %,3 Points %,Total Rebounds,Total Points
Jim Rowinski,2,Long Island,New York,USA,Miami,1,23,127,0.417,,34,2.5
Derrick Rowland,1,Brookhaven,New York,USA,Milwaukee,0,2,9,0.333,,1,1.5
Trevor Ruffin,2,Buffalo,New York,USA,Philadelphia,1,110,1870,0.411,0.371,155,9.2
Jeff Ruland,8,Bayshore,New York,USA,Detroit,7,332,11088,0.564,0.158,3378,17.4
John Salley,11,Brooklyn,New York,USA,Los Angeles,10,748,16524,0.506,0.214,3356,7
Kenny Satterfield,2,New York,New York,USA,Denver,2,75,1062,0.335,0.218,95,4.3
John Schweitz,2,Waterloo,New York,USA,Detroit,1,22,117,0.333,0,22,2.6
Shawnelle Scott,4,New York,New York,USA,,3,105,634,0.464,,228,1.8
Carey Scurry,3,Brooklyn,New York,USA,New York,2,180,2376,0.48,0.25,524,4.7
Malik Sealy,8,Bronx,New York,USA,Minnesota,7,493,11720,0.426,0.292,1585,10.1
God Shammgod,1,New York,New York,USA,Washington,0,20,146,0.328,0,7,3.1
Kenny Smith,10,Queens,New York,USA,Denver,9,737,22213,0.48,0.399,1454,12.8
Michael Smith,3,Rochester,New York,USA,Los Angeles,2,141,1328,0.474,0.15,212,5
Randy Smith,12,Bellport,New York,USA,Atlanta,11,976,31444,0.47,0.155,3597,16.7
Russ Smith,2,New York,New York,USA,,1,27,131,0.319,0.188,15,2
Ricky Sobers,11,Bronx,New York,USA,Seattle,10,821,22992,0.459,0.291,2132,13.3
James Southerland,1,Queens,New York,USA,New Orleans,0,4,30,0.333,0.5,8,3.5
Kevin Stacom,6,New York,New York,USA,Milwaukee,5,347,4539,0.417,0.5,511,5.1
Kebu Stewart,1,Brooklyn,New York,USA,Philadelphia,0,15,110,0.462,,31,2.7
Ed Stokes,1,Syracuse,New York,USA,,0,4,17,0.333,,4,0.8
Rod Strickland,17,Bronx,New York,USA,,16,1094,33634,0.454,0.282,4084,13.2
Chris Taft,1,Brooklyn,New York,USA,Golden State,1,17,144,0.605,,36,2.8
Roy Tarpley,6,New York,New York,USA,Dallas,5,280,7476,0.483,0.176,2803,12.6
Earl Tatum,4,Mount Vernon,New York,USA,Cleveland,3,262,5229,0.459,0.333,682,9.6
Sebastian Telfair,10,Brooklyn,New York, ,,9,564,12149,0.39,0.319,898,7.4
Etan Thomas,9,Harlem,New York,USA,Atlanta,9,409,7084,0.513,,1927,5.7
Irving Thomas,1,Brooklyn,New York,USA,Los Angeles,0,26,108,0.34,,31,1.8
Jamel Thomas,2,Brooklyn,New York,USA,New Jersey,1,12,102,0.378,0.167,14,2.5
James Thomas,2,Schenectady,New York,USA,,1,33,267,0.564,,76,1.6
Trey Thompkins,1,Long Island,New York,USA,Los Angeles,1,24,119,0.393,0.308,24,2.4
Jamaal Tinsley,11,Brooklyn,New York,USA,,10,547,14443,0.393,0.299,1605,8.5
Bernard Toone,1,Yonkers,New York,USA,Philadelphia,0,23,124,0.359,0.143,34,2.4
Edwin Ubiles,1,Brooklyn,New York,Puerto Rico,,0,4,52,0.278,0.2,10,3.5
Charlie Villanueva,11,Queens,New York,USA,Dallas,11,656,13578,0.435,0.341,3019,10.4
Foots Walker,10,Southampton,New York,USA,New Jersey,9,658,15036,0.435,0.227,1686,6.4
John Wallace,7,Rochester,New York,USA,Miami,7,381,6143,0.462,0.3,1061,7.6
Robert Werdann,3,Sunnyside,New York,,New Jersey,2,47,273,0.378,0,81,2.1
Gus Williams,11,Mount Vernon,New York,USA,Atlanta,10,825,25645,0.461,0.238,2222,17.1
Kevin Williams,5,New York,New York,USA,Los Angeles,4,260,2947,0.435,0.077,356,4.9
Ray Williams,10,Mount Vernon,New York,USA,New Jersey,9,655,18462,0.451,0.237,2370,15.5
Rickey Williams,1,Buffalo,New York,USA,Utah,0,44,346,0.415,0,38,3.3
Shammond Williams,7,Bronx,New York,USA,Los Angeles,6,325,5351,0.401,0.366,518,5.8
Brian Winters,9,Rockaway,New York,USA,Milwaukee,8,650,19938,0.475,0.363,1688,16.2
Howard Wood,1,Southhampton,New York,USA,Utah,0,42,342,0.458,0,65,3.4
Sam Worthen,2,Brooklyn,New York,USA,Utah,1,69,967,0.492,0,116,3.5
A.J. Wynder,1,Bronx,New York,USA,Boston,0,6,39,0.25,0,3,2
Darrell Armstrong,14,Gastonia,North Carolina,USA,New Jersey,14,840,19915,0.409,0.334,2269,9.2
Anthony Avent,6,Rocky Mount,North Carolina,USA,Los Angeles,5,352,6729,0.403,0,1584,5.6
Gus Bailey,5,Gibson,North Carolina,USA,Washington,4,147,1346,0.406,1,244,2.6
Tom Burleson,7,Crossnore,North Carolina,USA,Atlanta,6,446,9425,0.445,0,2794,9.4
Junior Burrough,1,Charlotte,North Carolina,USA,Boston,0,61,495,0.376,,109,3.1
Jim Cleamons,9,Lincolnton,North Carolina,USA,New York,8,652,16994,0.46,0.226,1981,8.3
Richard Coffey,1,Aurora,North Carolina,USA,Minnesota,0,52,320,0.373,0,79,1.3
Jameson Curry,1,Pleasant Grove,North Carolina,USA,,2,1,0,,,0,0
Brad Daugherty,8,Black Mountain,North Carolina,USA,Cleveland,7,548,20029,0.532,0.143,5227,19
Hubert Davis,12,Winston-Salem,North Carolina,USA,New Jersey,12,685,15143,0.458,0.441,1045,8.2
Walter Davis,15,Pineville,North Carolina,USA,Denver,14,1033,28859,0.511,0.272,3053,18.9
Tony Dawson,2,Kinston,North Carolina,USA,Boston,1,6,30,0.467,0.5,5,2.8
Kenny Dennard,3,King,North Carolina,USA,Denver,2,95,1244,0.429,0.3,286,2.8
Byron Dinkins,2,Charlotte,North Carolina,USA,Indiana,1,45,511,0.406,0.111,52,3.4
Mike Evans,9,Goldsboro,North Carolina,USA,Denver,8,591,9858,0.452,0.307,808,7.7
Sleepy Floyd,13,Gastonia,North Carolina,USA,New Jersey,12,957,26383,0.444,0.324,2494,12.8
Phil Ford,7,Rocky Mount,North Carolina,USA,Houston,6,482,13503,0.467,0.21,854,11.6
Todd Fuller,5,Fayetteville,North Carolina,USA,,4,225,2500,0.422,0,674,3.7
Kenny Gattison,9,Wilmington,North Carolina,USA,Vancouver,8,494,9927,0.52,0.083,2327,7.9
Reggie Hanson,1,Charlotte,North Carolina,USA,Boston,0,8,26,0.5,,6,0.8
Junior Harrington,3,Wagram,North Carolina,USA,Memphis,3,140,3096,0.371,0.274,381,5.2
Dave Henderson,1,Henderson,North Carolina,USA,Philadelphia,0,22,351,0.405,0,35,5.7
Brian Howard,2,Winston-Salem,North Carolina,USA,Dallas,1,95,1613,0.458,0.222,263,6
Josh Howard,10,Winston-Salem,North Carolina,USA,,9,507,15350,0.448,0.332,2886,14.3
Othello Hunter,2,Winston-Salem,North Carolina,USA,,1,23,125,0.469,,36,1.4
Bobby Jackson,12,East Spencer,North Carolina,USA,Sacramento,12,755,16790,0.417,0.354,2347,9.7
Demarco Johnson,1,Charlotte,North Carolina,USA,,0,5,37,0.333,,7,1.2
Darius Johnson-Odom,2,Raleigh,North Carolina,USA,,2,7,21,0,0,6,0
Clarence Kea,2,Wilmington,North Carolina,USA,Dallas,1,51,447,0.485,0,128,3.9
Chris King,3,Newton Grove,North Carolina,USA,,2,103,2058,0.423,0.383,311,6.7
Rusty Larue,5,Winston-Salem,North Carolina,USA,,4,98,1565,0.376,0.318,126,5
John Lucas,14,Durham,North Carolina,USA,Houston,13,928,25556,0.449,0.303,2151,10.7
Cedric Maxwell,11,Kinston,North Carolina,USA,Houston,10,835,23769,0.546,0.053,5261,12.5
Eric Maynor,5,Raeford,North Carolina,USA,,4,267,3896,0.392,0.35,348,4.3
Bob Mcadoo,14,Greensboro,North Carolina,USA,Philadelphia,13,852,28327,0.503,0.081,8048,22.1
Rashad Mccants,4,Asheville,North Carolina,USA,Sacramento,4,249,5037,0.431,0.368,506,10
Jeff Mcinnis,11,Charlotte,North Carolina,USA,,10,576,15927,0.431,0.328,1170,9.4
Nate Mcmillan,12,Raleigh,North Carolina,USA,Seattle,11,796,20462,0.443,0.343,3222,5.9
Jerrod Mustaf,4,Whiteville,North Carolina,USA,Phoenix,3,179,1902,0.449,0,452,4
David Noel,1,Durham,North Carolina,USA,Milwaukee,1,68,792,0.367,0.321,123,2.7
Sam Pellom,4,Wilmington,North Carolina,USA,Milwaukee,3,196,2911,0.464,0,685,4.4
Shavlik Randolph,8,Raleigh,North Carolina,USA,,7,146,1202,0.449,0.167,363,2.3
Wayne Robinson,1,Greensboro,North Carolina,USA,Detroit,0,81,1592,0.46,0,294,7.9
Rodney Rogers,12,Durham,North Carolina,USA,Philadelphia,12,866,21873,0.451,0.347,3881,10.9
Delaney Rudd,4,Halifax,North Carolina,USA,Portland,3,239,2357,0.413,0.257,184,3.4
Ansu Sesay,4,Greensboro,North Carolina,USA,,3,127,1301,0.434,0.276,223,3.2
Charles Shackleford,6,Kinston,North Carolina,USA,Charlotte,5,303,4614,0.483,0,1448,5.4
Cedric Simmons,3,Shallotte,North Carolina,USA,Sacramento,3,75,705,0.409,,141,2.2
Jerry Stackhouse,18,Kinston,North Carolina,USA,Brooklyn,18,970,30222,0.409,0.309,3067,16.9
Brook Steppe,5,Chapel Hill,North Carolina,USA,Portland,4,238,2858,0.469,0.31,345,5.4
Carlos Terry,3,Lexington,North Carolina,USA,Washington,2,94,1078,0.434,0,227,3
Kevin Thompson,1,Winston-Salem,North Carolina,USA,Portland,0,14,58,0.429,0,13,0.9
Trent Tucker,11,Tarboro,North Carolina,USA,Chicago,10,756,15671,0.461,0.408,1520,8.2
Fred Vinson,2,Murfreesboro,North Carolina,USA,,1,13,67,0.25,0.231,1,1.3
Chris Washburn,2,Hickory,North Carolina,USA,Atlanta,1,72,645,0.412,0,176,3.1
Jamie Watson,4,Elm City,North Carolina,USA,,3,102,1248,0.468,0.316,149,3.2
Tony White,1,Charlotte,North Carolina,USA,Golden State,0,49,581,0.446,0,31,5.3
Mitchell Wiggins,6,Lenoir County,North Carolina,USA,Philadelphia,5,389,8105,0.46,0.192,1235,10
Chris Wilcox,11,Raleigh,North Carolina,USA,Boston,11,628,12474,0.541,0,3076,8.2
Buck Williams,17,Rocky Mount,North Carolina,USA,New York,16,1307,42464,0.549,0.167,13017,12.8
Kenny Williams,4,Elizabeth City,North Carolina,USA,Indiana,3,260,2918,0.511,0,693,4.8
Haywoode Workman,8,Charlotte,North Carolina,USA,,7,359,7202,0.419,0.323,819,5.5
James Worthy,12,Gastonia,North Carolina,USA,Los Angeles,11,926,30001,0.521,0.241,4708,17.6
Danny Young,10,Raleigh,North Carolina,USA,Milwaukee,9,574,9536,0.437,0.327,709,4.6
Les Jepsen,2,Bowbells,North Dakota,USA,Sacramento,1,52,192,0.333,0,67,1
Mark Landsberger,7,Minot,North Dakota,USA,Atlanta,6,437,7306,0.481,0,2681,5.6
Dwight Anderson,1,Dayton,Ohio,USA,Denver,0,5,33,0.5,,2,4.2
Keith Benson,1,Cleveland,Ohio,USA,,1,3,9,0,,3,0
Calvin Booth,10,Reynoldsburg,Ohio,USA,Sacramento,10,366,4477,0.451,0.222,1010,3.3
Lawrence Boston,1,Cleveland,Ohio,USA,Washington,0,13,125,0.462,,39,4.3
Earl Boykins,13,Cleveland,Ohio,USA,Houston,13,652,12964,0.417,0.348,877,8.9
J.R. Bremer,2,Cleveland,Ohio,USA,Golden State,2,100,1946,0.344,0.333,181,6.5
Rick Calloway,1,Cincinnati,Ohio,USA,Sacramento,0,64,678,0.391,0,78,3.2
Butch Carter,6,Springfield,Ohio,USA,Philadelphia,5,361,6814,0.475,0.307,546,8.7
Jason Collier,5,Springfield,Ohio,USA,Atlanta,5,151,2178,0.455,0.35,443,5.6
Don Collins,6,Toledo,Ohio,USA,Milwaukee,5,303,6134,0.485,0.069,837,9.8
Daequan Cook,6,Dayton,Ohio,USA,Chicago,6,328,5993,0.369,0.359,703,6.4
Antonio Daniels,13,Columbus,Ohio,USA,Philadelphia,13,872,19671,0.444,0.311,1613,7.6
Erik Daniels,1,Cincinnati,Ohio,USA,,1,21,72,0.333,0.5,18,0.6
Harry Davis,2,Cleveland,Ohio,USA,San Antonio,1,44,424,0.436,,72,4
Monti Davis,1,Warren,Ohio,USA,Dallas,0,2,10,0.2,,4,1.5
Bill Edwards,1,Middletown,Ohio,USA,Philadelphia,0,3,44,0.111,0,14,2
John Edwards,2,Warren,Ohio,USA,Atlanta,2,65,435,0.447,,67,1.5
Kevin Edwards,11,Cleveland Heights,Ohio,USA,Vancouver,10,604,15332,0.423,0.335,1653,10.9
Evan Eschmeyer,4,New Knoxville,Ohio,USA,Golden State,4,153,2138,0.463,,601,2.8
Jamie Feick,5,Lexington,Ohio,USA,New Jersey,5,201,4316,0.424,0.4,1437,4.5
Lawrence Funderburke,7,Columbus,Ohio,USA,Chicago,7,318,4726,0.506,0.118,1142,6.4
Brian Grant,12,Columbus,Ohio,USA,Phoenix,12,756,21417,0.49,0.214,5622,10.5
Gary Grant,13,Canton,Ohio,USA,,12,552,12602,0.45,0.278,1283,7.9
Devin Green,1,Columbus,Ohio,USA,,1,27,135,0.214,0,24,0.9
Kevin Grevey,10,Hamilton,Ohio,USA,Milwaukee,9,672,15246,0.437,0.334,1594,11
Bill Hanzlik,10,Middletown,Ohio,USA,Denver,9,748,15534,0.434,0.213,2058,7.2
Ron Harper,15,Dayton,Ohio,USA,Los Angeles,14,1009,31199,0.446,0.289,4309,13.8
Matt Harpring,11,Cincinnati,Ohio,USA,Utah,11,665,17584,0.481,0.333,3366,11.5
Michael Hawkins,4,Canton,Ohio,USA,,3,75,641,0.377,0.305,68,1.8
Tyrone Hill,14,Cincinnati,Ohio,USA,,13,801,22388,0.502,0,6854,9.4
Robert Hite,1,Cincinnati,Ohio,USA,,1,12,136,0.317,0.217,16,4.3
Dennis Hopson,5,Toledo,Ohio,USA,Sacramento,4,334,7509,0.431,0.271,939,10.9
Phil Hubbard,10,Canton,Ohio,USA,Cleveland,9,665,15863,0.495,0.038,3538,10.9
Rick Hughes,1,Cincinnati,Ohio,USA,,0,21,224,0.486,0,49,3.9
Brandon Hunter,2,Cincinnati,Ohio,USA,Orlando,2,67,630,0.476,0,187,3.3
Jim Jackson,14,Toledo,Ohio,USA,Los Angeles,13,885,29067,0.428,0.365,4152,14.3
Kannard Johnson,1,Cincinnati,Ohio,USA,Cleveland,0,4,12,0.333,,0,0.5
Steve Johnson,10,Akron,Ohio,USA,Golden State,9,626,13618,0.572,0,3450,11.7
Clark Kellogg,5,Cleveland,Ohio,USA,Indiana,4,260,8514,0.497,0.338,2482,18.9
Kerry Kittles,8,Dayton,Ohio,USA,,8,507,16929,0.439,0.378,1983,14.1
Jerome Lane,5,Akron,Ohio,USA,Cleveland,4,218,3215,0.441,0.063,1258,5.3
Steve Malovic,1,Cleveland,Ohio,USA,Detroit,0,39,445,0.463,,86,2.1
Kevin Martin,12,Zanesville,Ohio,USA,San Antonio,12,714,21559,0.437,0.384,2278,17.4
Scott May,7,Sandusky,Ohio,USA,Detroit,6,355,8029,0.462,0,1450,10.4
John Mccullough,1,Lima,Ohio,USA,Phoenix,0,8,23,0.692,,4,2.6
Keith Mcleod,4,Canton,Ohio,USA,Indiana,4,200,3723,0.357,0.282,268,5.5
Todd Mitchell,1,Toledo,Ohio,USA,San Antonio,0,24,353,0.443,,50,5.1
Steve Mix,13,Toledo,Ohio,USA,Los Angeles,12,788,18831,0.499,0.286,4160,10.6
Byron Mullens,5,Canal Winchester,Ohio,USA,Philadelphia,4,189,3446,0.408,0.319,790,7.4
Martin Nessley,1,Columbus,Ohio,USA,Sacramento,0,44,336,0.385,,82,1.1
Melvin Newbern,1,Toledo,Ohio,USA,Detroit,0,33,311,0.372,0.125,37,3.6
Charles Oakley,19,Cleveland,Ohio,USA,Houston,18,1282,40280,0.471,0.253,12205,9.7
Alan Ogg,3,Lancaster,Ohio,USA,Washington,2,80,657,0.493,0,133,2.2
Louis Orr,8,Cincinnati,Ohio,USA,New York,7,569,13353,0.468,0.083,2117,9.7
Chris Owens,1,Akron,Ohio,USA,Memphis,1,1,6,0.667,,1,4
Ruben Patterson,10,Cleveland,Ohio,USA,,10,649,15955,0.517,0.179,2697,10.7
Jim Paxson,11,Kettering,Ohio,USA,Boston,10,784,21357,0.498,0.225,1593,14.3
John Paxson,11,Dayton,Ohio,USA,Chicago,10,772,17257,0.499,0.355,906,7.2
Eric Piatkowski,14,Steubenville,Ohio,USA,Phoenix,14,789,14613,0.434,0.399,1716,7.5
James Posey,12,Cleveland,Ohio,USA,Indiana,12,864,23260,0.41,0.349,4061,8.6
Kelvin Ransey,6,Toledo,Ohio,USA,New Jersey,5,474,11586,0.454,0.132,901,11.4
Michael Redd,12,Columbus,Ohio,USA,Phoenix,12,629,20104,0.447,0.38,2411,19
Eric Riley,5,Cleveland,Ohio,USA,Boston,4,186,1844,0.456,0,479,3.1
Alvin Robertson,10,Barberton,Ohio,USA,Toronto,9,779,24669,0.477,0.295,4066,14
Scott Roth,3,Cleveland,Ohio,USA,Minnesota,2,160,1798,0.375,0.291,204,4.7
Brad Sellers,6,Warrensville Heights,Ohio,USA,Minnesota,5,398,7154,0.452,0.2,1064,6.3
Casey Shaw,1,Lebanon,Ohio,USA,Sacramento,1,9,14,0.125,,3,0.2
Clinton Smith,2,Cleveland,Ohio,USA,Washington,1,46,386,0.43,0,60,2.9
Jim Smith,2,Cleveland,Ohio,USA,Detroit,1,76,876,0.514,,187,2.9
Eric Snow,13,Canton,Ohio,USA,Cleveland,13,846,23132,0.424,0.208,2141,6.8
Larry Sykes,1,Toledo,Ohio,USA,Boston,0,1,2,,,2,0
Carl Thomas,3,Dayton,Ohio,USA,Cleveland,2,63,534,0.398,0.315,60,2.9
Charles Thomas,1,Dayton,Ohio,USA,Detroit,0,36,156,0.353,0.118,22,1.3
Lasalle Thompson,15,Cincinnati,Ohio,USA,,14,985,21238,0.492,0.154,6689,7.9
Gary Trent,9,Columbus,Ohio,USA,Minnesota,9,506,9866,0.501,0.08,2276,8.6
Granville Waiters,5,Columbus,Ohio,USA,Chicago,4,249,2547,0.458,0,540,2.4
Samaki Walker,10,Columbus,Ohio,USA,,10,445,7612,0.462,0.111,2089,5.3
Herb Williams,18,Columbus,Ohio,USA,New York,17,1102,28484,0.467,0.095,6509,10.8
Jawad Williams,3,Cleveland,Ohio,USA,,2,90,1153,0.369,0.313,133,3.8
Chris Wright,2,Trotwood,Ohio,USA,Milwaukee,2,32,312,0.55,0,65,3.7
Rich Yonakor,1,Euclid,Ohio,USA,San Antonio,0,10,70,0.538,,27,3.3
Anthony Bowie,8,Tulsa,Oklahoma,USA,New York,7,461,8349,0.475,0.318,1021,6.4
Antoine Carr,16,Oklahoma City,Oklahoma,USA,,15,987,19780,0.503,0.13,3384,9.3
Leroy Combs,1,Oklahoma City,Oklahoma,USA,Indiana,0,48,446,0.497,0,56,4.5
Richard Dumas,3,Tulsa,Oklahoma,USA,Philadelphia,2,102,2226,0.509,0.231,351,10.6
J.R. Giddens,2,Oklahoma City,Oklahoma,USA,New York,2,38,247,0.476,0,54,1.9
Taylor Griffin,1,Oklahoma City,Oklahoma, ,Phoenix,1,8,32,0.4,0,2,1.3
Carl Henry,1,Hollis,Oklahoma,USA,Sacramento,0,28,149,0.463,0.4,19,2.8
Ryan Humphrey,3,Tulsa,Oklahoma,USA,,3,85,772,0.344,0,189,2.3
Darnell Jackson,3,Oklahoma City,Oklahoma, ,Sacramento,3,138,1039,0.449,0.235,203,2.2
Stacey King,8,Lawton,Oklahoma,USA,Dallas,7,438,7406,0.478,0.235,1460,6.4
Lee Mayberry,7,Tulsa,Oklahoma,USA,,6,496,10337,0.415,0.377,642,5.1
Clint Mcdaniel,1,Tulsa,Oklahoma,USA,Sacramento,0,12,71,0.348,0.333,10,2.5
Tracy Moore,5,Oklahoma City,Oklahoma,USA,,4,119,1729,0.404,0.344,183,7
Daniel Orton,3,Oklahoma City,Oklahoma,USA,,2,51,542,0.485,0,126,2.8
Brent Price,9,Shawnee,Oklahoma,USA,Sacramento,9,418,7007,0.426,0.387,684,5.9
Mark Price,12,Bartlesville,Oklahoma,USA,Orlando,11,722,21560,0.472,0.402,1848,15.2
Ryan Robertson,1,Lawton,Oklahoma,USA,,0,1,25,0.333,0,0,5
Shea Seals,1,Tulsa,Oklahoma,USA,,0,4,9,0.125,0,4,1
John Starks,13,Tulsa,Oklahoma,USA,Utah,12,866,23514,0.412,0.34,2129,12.5
Wayman Tisdale,12,Tulsa,Oklahoma,USA,Phoenix,11,840,23868,0.505,0,5117,15.3
David Vaughn,4,Tulsa,Oklahoma,USA,,3,118,1156,0.423,0,361,2.9
Jake Voskuhl,9,Tulsa,Oklahoma,USA,Toronto,9,450,6443,0.487,0.333,1539,4
Shelden Williams,6,Oklahoma City,Oklahoma,USA,New Jersey,6,361,5586,0.462,0.222,1562,4.5
Danny Ainge,14,Eugene,Oregon,USA,Phoenix,13,1042,27755,0.469,0.378,2768,11.5
Terrell Brandon,11,Portland,Oregon,USA,Minnesota,11,724,21545,0.448,0.355,2174,13.8
Ronnie Brewer,8,Portland,Oregon,USA,Chicago,7,502,11539,0.49,0.254,1427,7.8
Will Conroy,3,Portland,Oregon,USA,,2,16,108,0.136,0,11,0.4
Josh Davis,4,Salem,Oregon,USA,,3,67,498,0.373,0.329,115,2.3
Dan Dickau,6,Portland,Oregon,USA,Los Angeles,6,300,4617,0.401,0.341,405,5.8
Thomas Gardner,2,Portland,Oregon,USA,Atlanta,2,20,143,0.305,0.2,11,2.3
A.C. Green,16,Portland,Oregon,USA,Miami,15,1278,36552,0.494,0.254,9473,9.6
Luke Jackson,4,Eugene,Oregon,USA,,4,73,724,0.357,0.36,89,3.5
Aaron Miles,1,Portland,Oregon,USA,,1,19,118,0.333,,14,0.8
Mike Newlin,11,Portland,Oregon,USA,New York,10,837,24574,0.466,0.302,2494,14.9
Charlie Sitton,1,McMinnville,Oregon,USA,Dallas,0,43,304,0.415,0,60,2.1
Damon Stoudamire,13,Portland,Oregon,USA,San Antonio,13,878,29106,0.406,0.357,3039,13.4
Salim Stoudamire,3,Portland,Oregon, ,Milwaukee,3,157,2672,0.407,0.366,214,8
Ime Udoka,7,Portland,Oregon,USA,,7,316,5711,0.417,0.356,926,5.2
Richard Washington,6,Portland,Oregon,USA,Cleveland,5,351,7874,0.453,0.25,2204,9.8
Jerome Allen,2,Philadelphia,Pennsylvania,USA,Denver,1,117,1305,0.35,0.317,123,2.9
Lavoy Allen,6,Morrisville,Pennsylvania,USA,Indiana,6,353,6383,0.467,0.133,1692,4.8
Michael Anderson,1,Philadelphia,Pennsylvania,USA,San Antonio,0,36,730,0.417,0.143,89,5.7
Gene Banks,6,Philadelphia,Pennsylvania,USA,Chicago,5,468,13074,0.539,0.043,2718,11.3
Mike Bantom,9,Philadelphia,Pennsylvania,USA,Philadelphia,8,706,19725,0.468,0.2,4517,12.1
Del Beshore,2,Mechanicsburg,Pennsylvania,USA,Chicago,1,69,870,0.352,0.385,63,3.5
Nate Blackwell,1,Philadelphia,Pennsylvania,USA,San Antonio,0,10,112,0.366,0.182,6,3.7
Dejuan Blair,7,Pittsburgh,Pennsylvania,USA,,6,424,7054,0.524,0,2153,6.8
Sam Bowie,10,Lebanon,Pennsylvania,USA,Los Angeles,9,511,14098,0.452,0.302,3845,10.9
Michael Brooks,6,Philadelphia,Pennsylvania,USA,Denver,5,319,9372,0.486,0.152,2001,12.8
Myron Brown,1,McKees Rocks,Pennsylvania,USA,Minnesota,0,4,23,0.667,0.333,3,2.3
Joe Bryant,8,Philadelphia,Pennsylvania,USA,Houston,7,606,12845,0.45,0.2,2441,8.7
Kobe Bryant,20,Philadelphia,Pennsylvania,USA,Los Angeles,19,1346,48637,0.447,0.329,7047,25
Rasual Butler,13,Philadelphia,Pennsylvania,USA,,13,809,17219,0.403,0.362,1934,7.5
Matt Carroll,10,Pittsburgh,Pennsylvania,USA,,9,459,7590,0.413,0.384,863,6.6
Ron Carter,2,Pittsburgh,Pennsylvania,USA,Indiana,1,59,449,0.429,,64,3
Dionte Christmas,1,Philadelphia,Pennsylvania,USA,,1,31,198,0.355,0.29,38,2.3
Mardy Collins,4,Philadelphia,Pennsylvania,USA,Los Angeles,4,189,2771,0.38,0.299,336,3.9
Sean Colson,1,Philadelphia,Pennsylvania,USA,Seattle,1,13,44,0.25,0.2,6,1.2
Dallas Comegys,2,Philadelphia,Pennsylvania,USA,San Antonio,1,142,2241,0.457,0,452,6
Pat Cummings,12,Johnstown,Pennsylvania,USA,Utah,11,683,14516,0.497,0,3825,9.6
Brandon Davies,2,Philadelphia,Pennsylvania,USA,,1,78,998,0.411,0.227,192,3.7
Brad Davis,15,Monaca,Pennsylvania,USA,Dallas,14,961,22302,0.51,0.321,1738,8.2
Emanual Davis,6,Philadelphia,Pennsylvania,USA,Atlanta,6,226,3934,0.394,0.352,440,4.9
Dave Feitl,5,Butler,Pennsylvania,USA,New Jersey,4,275,3001,0.433,0,815,4.3
Danny Fortson,10,Philadelphia,Pennsylvania,USA,Seattle,9,440,8832,0.472,0.167,3184,8.2
Armen Gilliam,13,Pittsburgh,Pennsylvania,USA,Utah,12,929,26421,0.489,0,6401,13.7
Steve Goodrich,2,Philadelphia,Pennsylvania,USA,Houston,2,21,183,0.321,0.333,26,1.1
Paul Graham,3,Philadelphia,Pennsylvania,USA,Atlanta,2,179,3354,0.448,0.339,433,8.4
Paul Grant,2,Pittsburgh,Pennsylvania,USA,,1,16,111,0.448,,18,1.8
Lynn Greer,1,Philadelphia,Pennsylvania,USA,Milwaukee,1,41,432,0.433,0.346,27,4.1
Eddie Griffin,5,Philadelphia,Pennsylvania,USA,,4,303,6729,0.377,0.315,1744,7.2
Richard Hamilton,14,Coatesville,Pennsylvania,USA,Chicago,14,921,29559,0.449,0.346,2852,17.1
Mike Iuzzolino,2,Altoona,Pennsylvania,USA,Dallas,1,122,3049,0.457,0.404,238,9
Marc Jackson,7,Philadelphia,Pennsylvania,USA,New Orleans,7,387,7572,0.446,0.226,1655,8.4
Ollie Johnson,10,Philadelphia,Pennsylvania,USA,Philadelphia,9,690,14554,0.496,0.15,2280,7.7
Askia Jones,1,Philadelphia,Pennsylvania,USA,Minnesota,0,11,139,0.341,0.167,11,4.1
D.J. Kennedy,1,Pittsburgh,Pennsylvania,USA,Cleveland,1,2,59,0.417,0.5,7,6
Lari Ketner,2,Philadelphia,Pennsylvania,USA,,1,25,139,0.406,,34,1.4
Bo Kimble,3,Philadelphia,Pennsylvania,USA,New York,2,105,1336,0.386,0.291,162,5.5
Rob Kurz,1,Philadelphia,Pennsylvania,USA,Chicago,1,40,442,0.389,0.395,81,3.9
Jim Lampley,1,Harrisburg,Pennsylvania,USA,Philadelphia,0,1,16,0.333,,5,3
Jason Lawson,1,Philadelphia,Pennsylvania,USA,Los Angeles,1,17,80,0.6,,27,1.5
Jeff Lebo,1,Carlisle,Pennsylvania,USA,San Antonio,0,4,32,0.286,,4,1.5
Ralph Lewis,3,Philadelphia,Pennsylvania,USA,Charlotte,2,99,672,0.414,0.25,118,2.3
Lewis Lloyd,7,Philadelphia,Pennsylvania,USA,Houston,6,388,9406,0.524,0.213,1192,13.2
Pete Maravich,10,Aliquippa,Pennsylvania,USA,Utah,9,658,24316,0.441,0.667,2747,24.2
Donyell Marshall,15,Reading,Pennsylvania,USA,Philadelphia,15,957,25027,0.435,0.35,6376,11.2
Andre Mccarter,3,Philadelphia,Pennsylvania,USA,Washington,2,103,1182,0.431,0.25,95,3.8
Aaron Mckie,13,Philadelphia,Pennsylvania,USA,Los Angeles,13,793,19156,0.438,0.35,2587,7.4
